npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_city,nppes_provider_state,specialty_description,description_flag,drug_name,generic_name,bene_count,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost,bene_count_ge65,bene_count_ge65_suppress_flag,total_claim_count_ge65,ge65_suppress_flag,total_30_day_fill_count_ge65,total_day_supply_ge65,total_drug_cost_ge65,years_of_exp
-1440459584,LASHIN,OSSAMA,LORAIN,OH,Endocrinology,S,ARMOUR THYROID,"THYROID,PORK",,13,24.2,726,601.6,,*,,*,,,,44
-1824521866,FROM,KENDALL,ALEXANDRIA,LA,Nephrology,S,VALSARTAN,VALSARTAN,24,130,159.6,4770,3959.57,13,,66,,79.6,2370,2530.07,54
-1389088556,GONZALEZ DIAZ,MERBIL,MAYAGUEZ,PR,Neurology,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,,34,50,1500,273.2,,*,34,,50,1500,273.2,41
-2107309939,BARIGIAN,JEFFREY,OAKHURST,CA,Family Practice,S,FELODIPINE ER,FELODIPINE,,15,37,1110,1253.48,,*,15,,37,1110,1253.48,43
-1864942115,KEREIAKES,DEAN,CINCINNATI,OH,Interventional Cardiology,S,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,110,552,934,27994,4592.86,,#,532,,914,27394,4495.06,34
-1369963787,LAPERNA,LUCY,COLUMBUS,OH,Interventional Radiology,S,IBUPROFEN,IBUPROFEN,,15,15,150,44.35,,*,15,,15,150,44.35,51
-1561649609,COMBS,SCOTTY,BEATTYVILLE,KY,Nurse Practitioner,S,RANITIDINE HCL,RANITIDINE HCL,32,192,222,6660,1972.67,19,,104,,112,3360,780.12,45
-1349740685,MOLIVER,VLADIMIR,NEW YORK,NY,Family Practice,S,GLIPIZIDE,GLIPIZIDE,,37,37,1110,172.68,,*,37,,37,1110,172.68,31
2006895221,STITT,ALYSSA,MANKATO,MN,Family Practice,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,,35,35,813,1085.95,,#,,#,,,,46
-1581033626,MILLER,JAMES,PALOS HEIGHTS,IL,Internal Medicine,S,GABAPENTIN,GABAPENTIN,,38,72,2160,478.78,,*,38,,72,2160,478.78,49
-1309287908,DOYLE,JAMES,MONROE,MI,Family Practice,S,GLIPIZIDE,GLIPIZIDE,13,58,124,3720,476.95,,#,,#,,,,46
-1895221239,ROGOVA,ELENA,BRONX,NY,Internal Medicine,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,76,216,588,17622,4877.83,,#,,#,,,,34
-1410280653,BAYERBACH,FRANK,W BABYLON,NY,Podiatry,S,ECONAZOLE NITRATE,ECONAZOLE NITRATE,39,92,94,1772,12137.43,,#,,#,,,,40
-1874818237,THIBODEAUX,LISA,MORGAN CITY,LA,Neurology,S,LYRICA,PREGABALIN,27,107,111,3260,45780.15,11,,52,,56,1610,21415.1,54
-1501167306,GINN,PATRICK,FRESNO,CA,Gastroenterology,S,LACTULOSE,LACTULOSE,,13,13,84,98.5,,*,13,,13,84,98.5,34
2107877714,DIAZ SECADES,LUIS,MIAMI,FL,Internal Medicine,S,LINZESS,LINACLOTIDE,,17,17.1,512,5426.93,,*,17,,17.1,512,5426.93,32
-1642454819,ARNETT,LOLA,SALYERSVILLE,KY,Nurse Practitioner,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,126,891,891,24965,18581.95,56,,368,,368,10149,7281.39,49
-1389691260,THOMPSON,JOSHUA,LEBANON,TN,Nurse Practitioner,S,DULOXETINE HCL,DULOXETINE HCL,,14,14,420,405.14,0,,0,,0,0,0,47
-1541529855,PANE,ROBERT,LAFAYETTE,CO,Internal Medicine,S,FLUOXETINE HCL,FLUOXETINE HCL,12,45,73.4,2202,360.25,12,,45,,73.4,2202,360.25,49
-1490106606,MCMILLAN,VICKIE,WOODSTOCK,GA,Nurse Practitioner,S,LISINOPRIL,LISINOPRIL,32,174,317,9490,674.61,,#,,#,,,,35
-1733649237,GUADIZ,JESSE,RIALTO,CA,Family Practice,S,GLIMEPIRIDE,GLIMEPIRIDE,13,45,108,3240,689.27,,#,,#,,,,34
-1531288900,BARZIVAND,PAYAM,TARZANA,CA,Dentist,T,IBUPROFEN,IBUPROFEN,19,21,21,143,76.12,,#,,#,,,,31
2006880043,MCLAURIN,MARY,MINNEAPOLIS,MN,Cardiovascular Disease (Cardiology),S,CARVEDILOL,CARVEDILOL,13,34,80,2400,437.09,,#,,#,,,,36
-1339219881,TAGAYUN,CHRISTINE,SAN DIEGO,CA,Student in an Organized Health Care Education/Training Program,T,LATANOPROST,LATANOPROST,,24,33,896,297.55,,#,,#,,,,49
-1591011332,KUNDRANDA,ROSHNI,PHOENIX,AZ,Internal Medicine,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,27,84,184,5520,2408.32,,#,,#,,,,31
-1329538175,MOHSIN,SAFDER,SCHAUMBURG,IL,Internal Medicine,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,,11,19,462,236.3,,*,,*,,,,39
2076716571,GALA,SIMIL,GREEN BAY,WI,Cardiovascular Disease (Cardiology),S,CLONIDINE HCL,CLONIDINE HCL,,24,24,720,135.43,,*,24,,24,720,135.43,31
-1410121388,MEDINA,SANTIAGO,SAN JUAN,PR,General Practice,S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,24,90,182,5460,414.63,,#,78,,162,4860,384.45,48
-1662888234,BENNER,PRISCILLA,PENNSBURG,PA,Internal Medicine,S,FOSINOPRIL-HYDROCHLOROTHIAZIDE,FOSINOPRIL/HYDROCHLOROTHIAZIDE,,12,12.2,283,251.12,,*,12,,12.2,283,251.12,42
-1794926897,CURRY,STEPHANIE,COLUMBIA,SC,Geriatric Medicine,S,GLIPIZIDE ER,GLIPIZIDE,,14,34,1020,214.79,,*,14,,34,1020,214.79,32
-2127546776,COLLIER,MICHAEL,CAPE CORAL,FL,Internal Medicine,S,PREVACID,LANSOPRAZOLE,,20,20,251,4045.18,,*,20,,20,251,4045.18,45
-2127498892,WOLF-SMALL,BRIGITTE,KILMARNOCK,VA,Family Practice,S,PREDNISONE,PREDNISONE,24,48,48,916,311.15,,#,,#,,,,42
-1632593947,BURMASTER,REBEL,SALLISAW,OK,Nurse Practitioner,S,ZIPRASIDONE HCL,ZIPRASIDONE HCL,,12,12,360,990.34,0,,0,,0,0,0,34
-1672676728,IKEMEFUNA,VALERIE,MINNEAPOLIS,MN,Nurse Practitioner,S,HYDRALAZINE HCL,HYDRALAZINE HCL,,34,34.3,960,538.44,,*,34,,34.3,960,538.44,37
-1369716368,SMITH,JULIANNE,SHOREHAM,NY,Nurse Practitioner,S,BYSTOLIC,NEBIVOLOL HCL,,28,82,2460,10506.86,,*,28,,82,2460,10506.86,34
-1309212196,SARTAIN,JARRED,TUSCALOOSA,AL,Internal Medicine,S,ENALAPRIL MALEATE,ENALAPRIL MALEATE,,23,33,990,476.87,,#,,#,,,,44
-1319422743,EAKES,DAVID,GULFPORT,MS,Emergency Medicine,S,PREDNISONE,PREDNISONE,17,17,17,84,40.75,,*,,*,,,,37
-1400839395,REYES,MARILOU,LAS VEGAS,NV,Nurse Practitioner,S,CEFTRIAXONE,CEFTRIAXONE SODIUM,,11,11,30,420.87,,*,11,,11,30,420.87,42
-1794937779,SAMANIEGO,MIREYA,LOS ANGELES,CA,Internal Medicine,S,LANTUS,"INSULIN GLARGINE,HUM.REC.ANLOG",,20,23.7,544,7224.67,,*,20,,23.7,544,7224.67,47
-1309276182,KARIM,AMIN,HOUSTON,TX,Cardiovascular Disease (Cardiology),S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,26,100,210,6300,2913,,#,,#,,,,32
-2117398707,POOCHIKIAN,VICKEN,BLADENSBURG,MD,Family Practice,S,ATENOLOL-CHLORTHALIDONE,ATENOLOL/CHLORTHALIDONE,,18,34,1020,466.59,,*,18,,34,1020,466.59,40
-2066946145,HART,RICHARD,WARREN,OH,Family Practice,S,PROPRANOLOL HCL,PROPRANOLOL HCL,,19,33.1,992,1163.34,,*,19,,33.1,992,1163.34,33
-1996254115,GONZALEZ DIEZ,MARIANO,ARECIBO,PR,Otolaryngology,S,PREDNISONE,PREDNISONE,41,44,44,376,223.97,29,,32,,32,290,163.13,36
-1864964892,HOM,HENRY,NEW YORK,NY,Internal Medicine,S,LIDOCAINE,LIDOCAINE,,13,13,380,3813.03,,*,,*,,,,34
-1501241715,PATEL,SEJAL,SOMERSET,NJ,Physician Assistant,S,ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,16,29,29,753,302.87,,#,,#,,,,33
-1965638198,KAHL,MARY,EAGLE RIVER,WI,Nurse Practitioner,S,GLIPIZIDE,GLIPIZIDE,,18,47.4,1422,154.89,,*,,*,,,,48
-1319447246,D'SOUZA,MELWYN,FORT MYERS,FL,Internal Medicine,S,SULFAMETHOXAZOLE-TRIMETHOPRIM,SULFAMETHOXAZOLE/TRIMETHOPRIM,16,17,19,201,96.5,,#,,#,,,,33
-1460772376,HEINE,DAVID,DECORAH,IA,Family Practice,S,AMRIX,CYCLOBENZAPRINE HCL,,14,14,420,13143.83,0,,0,,0,0,0,54
2036170669,OPHEIM,KATHRYN,DAKOTA DUNES,SD,Family Practice,S,CARBIDOPA-LEVODOPA,CARBIDOPA/LEVODOPA,,12,12.2,366,224,,*,12,,12.2,366,224,38
-1743727817,MURRAY,CHRISTINA,OKLAHOMA CITY,OK,Cardiovascular Disease (Cardiology),S,TORSEMIDE,TORSEMIDE,,30,53,1590,1007.49,,*,13,,17,510,339.48,53
-1925522473,SONI,DEPAK,FAIRFAX,VA,Pulmonary Disease,S,XOPENEX HFA,LEVALBUTEROL TARTRATE,,15,17,393,1144.46,,#,,#,,,,31
2056396039,BEFAY,TRACEY,OCONTO FALLS,WI,Physician Assistant,S,VENTOLIN HFA,ALBUTEROL SULFATE,,12,14.7,351,982.23,,*,,*,,,,50
-2137288721,HOLLIS,KERI,LEBANON,TN,Physician Assistant,S,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL,18,88,88,2640,672.25,,*,13,,13,390,191.07,41
-1682093187,GREEN,BENNY,LITTLE ROCK,AR,Family Practice,S,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,34,74,74,1227,3470.69,22,,26,,26,242,1568.98,41
-1299076443,EADES,JACK,SAVANNAH,GA,Allergy/ Immunology,S,VENTOLIN HFA,ALBUTEROL SULFATE,28,48,53.2,1489,2714.85,15,,19,,20.6,616,1071.26,48
-1945674459,KOLKER,CHRISTOPHER,NORWICH,CT,Family Practice,S,CARBAMAZEPINE,CARBAMAZEPINE,,19,19,521,2337.93,0,,0,,0,0,0,37
-1521390805,ASIN,GERALD,PARADISE VALLEY,AZ,Internal Medicine,S,NOVOLIN R,"INSULIN REGULAR, HUMAN",,13,13,286,1745.1,,*,13,,13,286,1745.1,37
-2147392743,MINZER,NAFTALI,SPRING VALLEY,NY,Physician Assistant,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,13,53,57,1710,185.43,,#,,#,,,,36
-1591093058,KENDRICK,JAMES,HOUSTON,TX,Orthopedic Surgery,S,XARELTO,RIVAROXABAN,17,19,21.3,640,7695.53,,#,,#,,,,32
-1945702065,PIMENTEL,ELEONOR,CORAL GABLES,FL,Internal Medicine,S,CLONIDINE HCL,CLONIDINE HCL,,28,30,775,64.36,,*,28,,30,775,64.36,36
-1824540817,REYNEN,MARK,MITCHELL,SD,Family Practice,S,CARVEDILOL,CARVEDILOL,13,24,54,1602,173.02,13,,24,,54,1602,173.02,54
-1682134371,WALTERS,DAVID,DALLAS,TX,Family Practice,S,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,,14,24,720,1298.78,,*,14,,24,720,1298.78,54
-1511064759,BARRETT,ROBERT,GAINESVILLE,GA,Internal Medicine,S,INVOKANA,CANAGLIFLOZIN,,40,42,1260,16485.86,,#,,#,,,,44
-1329522178,WESTER,JANICE,LITTLETON,MA,Certified Clinical Nurse Specialist,S,DIVALPROEX SODIUM ER,DIVALPROEX SODIUM,11,65,89,2654,10376.18,,*,20,,36,1065,2817.04,37
-1814217483,KAPOOR,SMITA,PHOENIX,AZ,Internal Medicine,S,LOVASTATIN,LOVASTATIN,,14,40,1200,131.33,,*,,*,,,,31
-1996231377,BAUCUM,RALPH,SHREVEPORT,LA,Cardiovascular Disease (Cardiology),S,NIFEDICAL XL,NIFEDIPINE,,15,19,570,273.29,,*,15,,19,570,273.29,40
-1925291260,SYMMONDS,CHARISSE,EMPORIA,KS,Internal Medicine,S,CLONAZEPAM,CLONAZEPAM,,24,24,610,160.68,,#,,#,,,,48
-2066944733,GORCZYNSKI,AMY,NEW HARTFORD,NY,Internal Medicine,S,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,,57,103,3068,1333.66,,*,57,,103,3068,1333.66,44
-1379036114,CORIELL,RANDALL,HIGHLAND,CA,Family Practice,S,GLIPIZIDE,GLIPIZIDE,19,81,155,4640,579.76,,#,,#,,,,35
-1521238592,JONES,LINDSEY,JASPER,AL,Nurse Practitioner,S,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,,40,42,1260,13440.88,,*,14,,14,420,4288.78,39
-1420391854,WEINGARTEN,DAVID,PORTLAND,OR,Internal Medicine,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,11,12,12,109,148.77,11,,12,,12,109,148.77,43
-2046476564,BRECKE,MEGHAN,BEND,OR,Family Practice,S,POLYETHYLENE GLYCOL 3350,POLYETHYLENE GLYCOL 3350,,16,16,354,203.75,,*,,*,,,,41
-1733620957,BRAY,ANGELA,PENSACOLA,FL,Physician Assistant,S,LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,,13,13,365,110.08,,*,13,,13,365,110.08,43
2117915884,BADIKA,NDOFUNSU,CHARLOTTE,NC,Internal Medicine,S,BYSTOLIC,NEBIVOLOL HCL,,21,27,810,3277.3,,*,,*,,,,36
-1612421808,ALOKEH,WAEL,ARCADIA,FL,Internal Medicine,S,NOVOLOG MIX 70-30,INSULIN ASPART PROT/INSULN ASP,,13,32.8,972,11493.28,,*,,*,,,,40
2016009855,KABTIMER,HAILU,HENDERSONVILLE,TN,Internal Medicine,S,SEROQUEL XR,QUETIAPINE FUMARATE,,36,36,1080,21840.65,,*,24,,24,720,12705.41,46
-1975016716,NEUBACH,PAUL,DALLAS,TX,Internal Medicine,S,ANDROGEL,TESTOSTERONE,,13,13,290,6638.09,,*,13,,13,290,6638.09,36
-2066821124,RAJESH,BRAHMAIAH,SAINT JOHNS,MI,Internal Medicine,S,MIRTAZAPINE,MIRTAZAPINE,29,110,146,4308,1501.6,,#,,#,,,,45
-2097239823,FURIA,ROBERT,DREXEL HILL,PA,Internal Medicine,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,,21,21,614,160.36,,*,21,,21,614,160.36,50
-2015981043,EAPEN,RENE,NEW YORK,NY,Student in an Organized Health Care Education/Training Program,T,WARFARIN SODIUM,WARFARIN SODIUM,13,36,36.1,520,158.95,,*,23,,23,280,82.2,46
-1602303767,HENNAN,FLOYD,SAN AUGUSTINE,TX,Family Practice,S,ELIQUIS,APIXABAN,11,74,76,1411,16930.44,,#,,#,,,,32
-1905065238,CAPILI,ARIEL,ROANOKE,VA,Family Practice,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,58,61,63,1875,627.68,46,,47,,47,1395,490.17,32
2107158034,SPIKES,CHRISTOPHER,LAKEWOOD,WA,Physician Assistant,S,ONDANSETRON ODT,ONDANSETRON,41,41,41,213,501.4,,#,,#,,,,45
-1450729933,MALTERS,EDWARD,BILLINGS,MT,Internal Medicine,S,SUCRALFATE,SUCRALFATE,,21,33,950,734.93,,#,,#,,,,46
2086670593,LITTRELL,DAVID,FLORENCE,KY,Family Practice,S,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,,36,60,1800,1125.5,,*,24,,48,1440,985.16,34
-1824475912,SHALBY,CYNTHIA,CRESCENT CITY,CA,Physician Assistant,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,11,47,71.4,2067,262.8,,*,30,,48.2,1414,192.97,43
-1884740885,BALBOA-AZURA,JOSIE JOY,SURPRISE,AZ,Nurse Practitioner,S,FENOFIBRATE,"FENOFIBRATE,MICRONIZED",,12,12,360,602.41,,*,,*,,,,49
-2046630050,NEMUTH,MARCUS,BELLEVUE,WA,Psychiatry,S,LITHIUM CARBONATE,LITHIUM CARBONATE,,21,21,150,127.9,0,,0,,0,0,0,39
-1693109488,EDOKA,EMMANUEL,AUSTIN,TX,Family Practice,S,CARBAMAZEPINE,CARBAMAZEPINE,,37,47,1410,2750.47,,*,,*,,,,49
2086682664,ARCEMENT,BRIAN,FORT MYERS,FL,Interventional Cardiology,S,KLOR-CON M10,POTASSIUM CHLORIDE,,11,14,420,93.1,,*,,*,,,,51
2076542555,OLUSANYA,OLADELE,DALLAS,TX,Family Practice,S,UNIFINE PENTIPS,"PEN NEEDLE, DIABETIC",,21,22.7,681,477.62,,*,,*,,,,32
-1733167981,DOLALIE KELSCH,ANGELA,FARGO,ND,Nurse Practitioner,S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,12,29,79,2370,98.37,12,,29,,79,2370,98.37,51
-1743713016,OUSEPH,FLORENCE,HURST,TX,Psychiatry,S,THIOTHIXENE,THIOTHIXENE,,13,13,365,555.92,,*,,*,,,,44
-1733336637,DONOVAN,MARY,BEAUFORT,SC,Nurse Practitioner,S,LYRICA,PREGABALIN,,11,23,690,9715.22,,*,11,,23,690,9715.22,38
-2097191733,CHO,SUSAN,CORVALLIS,OR,Critical Care (Intensivists),S,CEPHALEXIN,CEPHALEXIN,,16,16,170,113.37,,*,,*,,,,51
-1309185763,VESSELY,PAUL,NEW WHITELAND,IN,Family Practice,S,WARFARIN SODIUM,WARFARIN SODIUM,24,285,355.7,7460,2425.2,,#,186,,256.7,6151,1827.78,36
-1378995779,SANCHEZ,SUE,MINDEN,NV,Internal Medicine,S,ENALAPRIL MALEATE,ENALAPRIL MALEATE,,62,102.1,3041,1657.25,,#,,#,,,,47
-1602285335,CONNER,ANNE,ANDERSON,IN,Nurse Practitioner,S,DEXILANT,DEXLANSOPRAZOLE,,14,16,468,3682.12,,*,,*,,,,30
-1974996908,WELCH BASULTO,LEONEL,BONIFAY,FL,Family Practice,S,VENTOLIN HFA,ALBUTEROL SULFATE,18,47,51.9,1441,3521.85,,*,28,,32.1,933,2688.7,31
-1430447333,PLUMLY,SALLY,PUYALLUP,WA,Nurse Practitioner,S,CLOZAPINE,CLOZAPINE,15,217,217.4,5680,44548.65,,*,60,,60,1486,10044.92,49
-1642471422,RYAN,PATRICIA,WESTERVILLE,OH,Internal Medicine,S,RISPERIDONE,RISPERIDONE,,11,15,450,191,,*,11,,15,450,191,53
-1602326314,FREYNE,BRIGID,MURRIETA,CA,Rheumatology,S,PREMARIN,"ESTROGENS, CONJUGATED",,17,27,808,3677.85,,#,,#,,,,35
2056705146,STROUD,JARED,COLUMBUS,OH,Internal Medicine,S,SPIRONOLACTONE,SPIRONOLACTONE,,13,13,390,70,,*,,*,,,,31
-1844677249,MORENO,TONY,UVALDE,TX,Physician Assistant,S,VALSARTAN-HYDROCHLOROTHIAZIDE,VALSARTAN/HYDROCHLOROTHIAZIDE,12,51,115,3450,2175.31,,#,,#,,,,34
-1864920184,BOOZER,JAMES,MODESTO,CA,Internal Medicine,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,111,127,127,1258,2154.36,,#,,#,,,,41
-1581833265,JONES,DAVID,SMITHS GROVE,KY,Physician Assistant,S,METHYLPREDNISOLONE,METHYLPREDNISOLONE,52,67,71,565,1285.5,,#,,#,,,,32
-1834475209,MENDEZ-CASTELLANOS,LUIS,NEW YORK,NY,Internal Medicine,S,FENOFIBRATE,FENOFIBRATE,,26,48,1440,1451.21,,#,,#,,,,42
2006022238,MARAGH,LETICIA,NEWCASTLE,WA,Family Practice,S,CRESTOR,ROSUVASTATIN CALCIUM,,12,20,600,4495.41,,*,,*,,,,33
-1521408939,CRAWFORD,LINDA,PLYMOUTH,NH,Internal Medicine,S,ACYCLOVIR,ACYCLOVIR,,13,13,266,212.51,,#,,#,,,,33
-1834580553,GERSTMAN,IRA,FORT WASHINGTON,PA,Family Practice,S,PROPRANOLOL HCL,PROPRANOLOL HCL,,16,16,480,377.12,,*,16,,16,480,377.12,30
-1420299263,ANTONCIC,RUDOLPH,MCKEESPORT,PA,Internal Medicine,S,FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE,,19,27,810,623.03,,*,,*,,,,54
2107800170,BYRKIT,GRETCHEN,DECATUR,IL,Obstetrics & Gynecology,S,ESTRACE,ESTRADIOL,11,23,37,1095,6161.71,11,,23,,37,1095,6161.71,46
-1581897897,MASON,CHARLOTTE,JACKSON,WY,Nurse Practitioner,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,20,57,167,5010,1372.24,,#,,#,,,,30
-1713119326,ANCOCK,BENEDICT,SAN FRANCISCO,CA,Internal Medicine,S,CARVEDILOL,CARVEDILOL,12,19,48.5,1427,210.81,12,,19,,48.5,1427,210.81,43
2107860009,HASHEM,JOSEPH,BERKELEY SPRINGS,WV,Internal Medicine,S,VALSARTAN-HYDROCHLOROTHIAZIDE,VALSARTAN/HYDROCHLOROTHIAZIDE,14,64,124,3720,1747.85,14,,64,,124,3720,1747.85,47
-1581028643,PATEL,DHIRAJ,FT LAUDERDALE,FL,Internal Medicine,S,FINASTERIDE,FINASTERIDE,12,37,109,3270,579.99,12,,37,,109,3270,579.99,54
-1551345540,OVERMYER,CORINNE,KALAMAZOO,MI,Nurse Practitioner,S,LATUDA,LURASIDONE HCL,,45,45,1137,36578,,*,,*,,,,54
-1299067658,RABIN,NINA,SAN DIEGO,CA,Internal Medicine,S,DULOXETINE HCL,DULOXETINE HCL,,48,68.2,2010,6070.72,,#,,#,,,,48
2127048833,BEYLINSON,ALEXANDER,STATEN ISLAND,NY,Internal Medicine,S,NABUMETONE,NABUMETONE,,17,17,510,307.67,,*,,*,,,,50
-1733658931,CALDWELL,FRED,POPLAR BLUFF,MO,Internal Medicine,S,XARELTO,RIVAROXABAN,,100,122,2668,32868.81,,*,100,,122,2668,32868.81,48
-1753829628,JOHNSON,CLIFFORD,NORTH CANTON,OH,Internal Medicine,S,PROPRANOLOL HCL ER,PROPRANOLOL HCL,,36,61,1804,2815.86,,*,36,,61,1804,2815.86,32
-1662841071,SOLAN,JANET,SEATTLE,WA,Internal Medicine,S,ALPRAZOLAM,ALPRAZOLAM,,22,26,760,96.99,,*,22,,26,760,96.99,31
-1965924094,KIRKLAND,NATHANIEL,WOODSTOCK,VA,Family Practice,S,NIFEDIPINE ER,NIFEDIPINE,,19,19,266,256.88,,*,19,,19,266,256.88,40
-2036541446,LEHMAN,DAVID,SACRAMENTO,CA,Internal Medicine,S,OXYCONTIN,OXYCODONE HCL,,50,50,1152,23773.29,,*,28,,28,492,10617.1,45
-1379008863,CHAN,VIRGILIO,GREENWOOD,IN,Physical Medicine and Rehabilitation,S,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,,20,20,580,83.06,,*,,*,,,,42
2036246981,MENDEZ,EDGAR,QUEBRADILLAS,PR,Dentist,T,CLINDAMYCIN HCL,CLINDAMYCIN HCL,38,52,52,252,506.3,25,,36,,36,173,339.94,54
-2117382486,HALE,KATHRYN,ANN ARBOR,MI,Nurse Practitioner,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,31,84,174,5220,1403.66,,#,,#,,,,43
2137116727,GUPTA,SANJAY,STEUBENVILLE,OH,Internal Medicine,S,AMOXICILLIN,AMOXICILLIN,91,136,136,933,555.74,79,,114,,114,779,449.12,55
-2127315909,MORA,JENNIFER,PORTLAND,ME,Nurse Practitioner,S,LISINOPRIL,LISINOPRIL,,35,74,2220,269.71,,#,,#,,,,45
-1763760657,SEROTA,ALANA,NEW YORK,NY,Family Practice,S,CALCITRIOL,CALCITRIOL,,11,11,330,386.63,,*,11,,11,330,386.63,35
-1389132093,IN,GEORGE,LOS ANGELES,CA,Family Practice,S,BUPROPION HCL SR,BUPROPION HCL,,12,12,360,86.92,,*,12,,12,360,86.92,38
-1925496520,GRINER,BRIAN,VALDOSTA,GA,Internal Medicine,S,SYMBICORT,BUDESONIDE/FORMOTEROL FUMARATE,,26,30,900,7936.15,,*,26,,30,900,7936.15,34
-1985164976,LENSING,TIMOTHY,RUTLAND,VT,Physician Assistant,S,SPIRIVA,TIOTROPIUM BROMIDE,,16,24,720,7860.08,,*,16,,24,720,7860.08,40
-1632633044,KELLEY,JEFFERY,JAY,FL,Internal Medicine,S,NAPROXEN,NAPROXEN,,11,11,330,83,,*,,*,,,,53
-1975063229,BARNES,ANTHONY,FRANKFORT,KY,Family Practice,S,LORAZEPAM,LORAZEPAM,25,97,107.5,3033,609.93,,#,66,,72.5,1983,529.88,54
-1996218780,FLEITAS MACIAS,SERVANDA,TOA BAJA,PR,Internal Medicine,S,MONTELUKAST SODIUM,MONTELUKAST SODIUM,11,39,47,1410,363.87,,#,,#,,,,46
-1531475751,FONG,JIAN,BIRMINGHAM,AL,Family Practice,S,METHYLPREDNISOLONE,METHYLPREDNISOLONE,19,19,19,114,319,,#,,#,,,,43
-2066930642,CRISCENZO,DONNA,GUILFORD,CT,Internal Medicine,S,NAMENDA XR,MEMANTINE HCL,,13,13,343,4128.53,,*,13,,13,343,4128.53,34
-2026563600,JONES,JOHN,OAKLAND PARK,FL,Internal Medicine,S,NEVIRAPINE,NEVIRAPINE,,25,25,750,624.72,0,,0,,0,0,0,30
-1400226304,AL JUNAIDI,ISLAM,SMYRNA,DE,Internal Medicine,S,LOSARTAN-HYDROCHLOROTHIAZIDE,LOSARTAN/HYDROCHLOROTHIAZIDE,,15,43,1290,230.24,,#,,#,,,,51
-1662930302,PECK,BRIAN,WATERBURY,CT,Rheumatology,S,INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",,32,35,450,829.78,,*,32,,35,450,829.78,42
-1531317576,DARGO,JONATHAN,GRANDVILLE,MI,Psychiatry,S,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,,21,21,630,563.94,,*,,*,,,,49
-1753558798,YANDELL,TIFFANY,JOHNSON CITY,TN,Nurse Practitioner,S,GLIMEPIRIDE,GLIMEPIRIDE,,31,49,1470,683.57,,*,,*,,,,40
-2016375509,BERMAN,LINDA,WOONSOCKET,RI,Family Practice,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,37,110,141,4225,930.32,14,,41,,53,1590,364.03,48
-1501153885,DAVIES,AMY,JACKSON,MI,Nurse Practitioner,S,LANTUS SOLOSTAR,"INSULIN GLARGINE,HUM.REC.ANLOG",,13,29.8,892,14515.17,,#,,#,,,,33
-1733362840,DONALD,RYAN,COLUMBUS,OH,Internal Medicine,T,SPIRIVA,TIOTROPIUM BROMIDE,,13,13,390,4234.94,,*,13,,13,390,4234.94,35
-1985159712,TRAVERSE,JAY,MINNEAPOLIS,MN,Cardiovascular Disease (Cardiology),S,TORSEMIDE,TORSEMIDE,,19,29,870,355.46,,#,,#,,,,41
-1824310757,BOLDEN,TRACIE,BEAVERCREEK,OH,Family Practice,S,OXYBUTYNIN CHLORIDE ER,OXYBUTYNIN CHLORIDE,,25,51,1530,1944.62,,#,,#,,,,36
